# Mysterious pattern central peak parameters
# I_baseline Intensity  Δxcam  Δycam FWHM_maj FWHM_min orientation  Δ2theta     Δchi
#      [cts]     [cts]  [pix]  [pix]    [pix]    [pix]       [deg]    [deg]    [deg]
     1335.58  11967.29  5.143  4.843    0.769    0.943       -8.63 -0.00077  0.00798
     1325.98  10914.92  4.923  4.890    0.803    0.984      347.27 -0.00457  0.01390
     1344.74  13080.42  5.959  5.553    0.719    0.861       -6.73 -0.00800 -0.01419
     1346.32  13275.95  5.939  5.382    0.862    0.724     -637.15 -0.00412 -0.01363
     1343.64  13421.46  5.934  5.277    0.870    0.719      262.24 -0.00165 -0.01346
     1344.83  13353.13  5.897  5.182    0.729    0.875       -8.02  0.00021 -0.01244
     1342.67  13075.51  5.795  5.098    0.739    0.876       -6.53  0.00100 -0.00968
     1338.77  12479.14  5.595  4.982    0.797    0.886       -5.52  0.00137 -0.00425
     1344.33  12545.19  5.321  4.925    0.776    0.894       -3.15 -0.00058  0.00316
     1338.41  12623.28  5.430  4.892    0.783    0.892        0.27  0.00154  0.00022
     1342.61  12918.52  5.675  4.830    0.763    0.883       -5.00  0.00602 -0.00638
     1346.13  12692.86  5.851  4.791    0.742    0.908      -11.56  0.00910 -0.01111
     1330.95  11746.53  5.629  4.849    0.807    0.941      -23.76  0.00502 -0.00514
     1340.22  11046.11  5.353  4.890    0.845    0.922       -8.60  0.00066  0.00231
     1346.90  12161.44  5.198  4.930    0.767    0.918       -7.30 -0.00219  0.00648
     1338.63  12042.46  5.377  4.946    0.798    0.922       -3.69 -0.00041  0.00164
     1333.75  12046.17  5.586  4.952    0.790    0.920       -3.90  0.00199 -0.00400
     1341.57  12635.35  5.852  4.912    0.735    0.929       -4.94  0.00619 -0.01117
     1343.73  12795.80  5.978  4.911    0.720    0.941       -6.47  0.00775 -0.01458
     1340.87  12661.08  6.022  4.911    0.726    0.938     -187.37  0.00827 -0.01577
     1334.04  11746.55  5.845  4.898    0.776    0.951      -10.11  0.00645 -0.01098
     1333.65  11613.57  5.566  4.901    0.817    0.932       -8.55  0.00298 -0.00344
     1340.72  12297.52  5.572  4.811    0.784    0.916        1.42  0.00522 -0.00359
     1336.97  12601.23  5.774  4.711    0.740    0.910       -4.58  0.01010 -0.00903
     1345.47  12786.52  5.831  4.710    0.738    0.930      -13.94  0.01082 -0.01057
     1335.47  11821.89  5.593  4.800    0.805    0.924      -23.60  0.00575 -0.00416
     1342.13  12626.78  5.325  4.805    0.781    0.882       -5.79  0.00237  0.00308
     1348.52  12584.56  5.149  4.683    0.756    0.887      187.46  0.00319  0.00786
     1345.89  12363.04  5.045  4.553    0.754    0.896     -170.46  0.00506  0.01069
     1344.97  12736.04  5.206  4.558    0.889    0.743     -263.88  0.00689  0.00634
     1335.30  12557.73  5.491  4.624    0.784    0.883     -181.71  0.00878 -0.00137
     1341.81  12826.90  5.716  4.640    0.743    0.900       -8.91  0.01111 -0.00744
     1346.51  12666.82  5.744  4.640    0.743    0.926      -11.68  0.01145 -0.00821
     1333.50  11495.14  5.602  4.699    0.789    0.960      -21.97  0.00829 -0.00438
     1341.70  11858.78  5.268  4.807    0.784    0.932      -16.43  0.00163  0.00460
     1347.83  11914.90  5.132  4.837    0.771    0.912     -185.07 -0.00074  0.00827
     1345.11  11848.52  4.942  4.757    0.900    0.784       91.59 -0.00112  0.01341
     1345.10  12087.62  4.884  4.755    0.890    0.773       89.35 -0.00178  0.01498
     1345.98  12785.70  5.075  4.825    0.888    0.736       89.18 -0.00113  0.00980
     1343.26  13099.38  5.297  4.860    0.751    0.896       -3.23  0.00069  0.00383
     1336.20  12646.04  5.481  4.831    0.775    0.906       -3.34  0.00364 -0.00113
     1337.94  12235.39  5.576  4.777    0.785    0.908       -6.50  0.00610 -0.00370
     1330.53  11983.00  5.502  4.752    0.796    0.927      168.30  0.00581 -0.00168
     1337.26  12249.38  5.303  4.751    0.773    0.911       -5.76  0.00340  0.00369
     1346.37  12484.39  5.119  4.791    0.908    0.749      -95.52  0.00020  0.00864
     1348.61  12911.08  5.117  4.815    0.725    0.904       -2.56 -0.00040  0.00870
     1350.51  13259.85  5.169  4.867    0.721    0.896       -4.62 -0.00100  0.00726
     1353.26  13003.25  5.156  4.905    0.732    0.899       -6.29 -0.00208  0.00761
     1342.27  12422.03  5.049  4.937    0.911    0.755       81.14 -0.00418  0.01050
     1344.37  12491.92  4.982  5.042    0.755    0.899       -8.93 -0.00752  0.01228
     1346.94  13059.96  5.162  5.056    0.745    0.883       -3.13 -0.00568  0.00742
     1337.80  12672.73  5.452  5.012    0.782    0.891       -0.75 -0.00108 -0.00040
     1335.52  12554.15  5.686  4.999    0.758    0.904       -9.21  0.00207 -0.00670
     1336.38  12057.76  5.666  5.044    0.782    0.913      -16.39  0.00073 -0.00619
     1334.25  11519.26  5.343  5.062    0.838    0.919      -18.77 -0.00362  0.00252
     1339.52  11705.95  4.940  4.999    0.824    0.894     1260.05 -0.00699  0.01341
     1343.35  12086.52  4.898  4.942    0.894    0.783       91.73 -0.00613  0.01458
     1344.32  12443.15  5.099  4.899    0.755    0.901      182.73 -0.00264  0.00914
     1335.30  12383.16  5.434  4.914    0.793    0.899       -1.38  0.00107  0.00010
     1337.08  12589.22  5.613  4.956    0.767    0.914      -10.09  0.00223 -0.00474
     1335.48  12482.89  5.672  5.039    0.755    0.923       -9.97  0.00094 -0.00635
     1330.28  12375.95  5.652  5.009    0.769    0.918       -4.55  0.00143 -0.00580
     1338.03  12451.14  5.732  4.916    0.758    0.917       -4.08  0.00464 -0.00793
     1339.52  12831.72  5.799  4.852    0.733    0.906       -6.67  0.00699 -0.00972
     1342.19  12772.34  5.849  4.820    0.742    0.903      -10.48  0.00838 -0.01107
     1327.00  11630.09  5.545  4.815    0.831    0.919      -19.27  0.00481 -0.00288
     1344.10  12085.35  5.174  4.845    0.784    0.902     -188.87 -0.00044  0.00714
     1344.85  13043.92  5.159  4.890    0.745    0.884     -182.51 -0.00169  0.00754
     1334.64  12495.75  5.384  4.918    0.787    0.891       -6.89  0.00036  0.00145
     1334.14  12085.59  5.382  4.938    0.798    0.909      -17.04 -0.00014  0.00150
     1341.94  11929.28  5.097  4.967    0.800    0.900      -14.72 -0.00432  0.00920
     1339.00  12056.37  4.909  4.962    0.885    0.786     1341.86 -0.00647  0.01426
     1338.99  12730.52  5.041  4.985    0.896    0.752    -1172.20 -0.00542  0.01070
     1340.43  13061.66  5.267  4.940    0.746    0.898     -182.65 -0.00161  0.00461
     1334.60  12766.98  5.411  4.883    0.772    0.893       -1.73  0.00153  0.00074
     1333.23  12843.21  5.510  4.877    0.895    0.771     -636.37  0.00288 -0.00194
     1329.25  12700.11  5.594  4.912    0.766    0.889      -11.58  0.00306 -0.00421
     1333.14  12768.78  5.645  4.927    0.762    0.897       -8.74  0.00330 -0.00558
     1330.32  12297.23  5.605  4.880    0.778    0.910       -8.72  0.00396 -0.00450
     1325.77  11766.30  5.430  4.853    0.802    0.923       -7.33  0.00249  0.00022
     1339.23  12444.39  5.216  4.819    0.763    0.912     -184.85  0.00072  0.00601
     1338.59  11981.12  5.062  4.821    0.773    0.919       -7.34 -0.00120  0.01017
     1330.04  11181.28  4.856  4.920    0.946    0.805     -107.19 -0.00610  0.01571
     1343.80  13059.57  6.025  5.551    0.727    0.863       -7.97 -0.00715 -0.01597
     1344.16  13161.79  5.910  5.443    0.872    0.719      -95.21 -0.00595 -0.01285
     1340.78  13013.53  5.903  5.336    0.877    0.726       85.20 -0.00345 -0.01265
     1337.48  13115.48  5.837  5.248    0.731    0.886       -5.17 -0.00213 -0.01083
     1338.47  12592.61  5.726  5.164    0.758    0.903       -5.40 -0.00145 -0.00782
     1337.35  12263.08  5.479  5.080    0.893    0.807      -96.81 -0.00239 -0.00114
     1342.97  12833.60  5.310  5.016    0.764    0.886       -1.19 -0.00290  0.00343
     1334.81  12411.94  5.450  5.002    0.784    0.891       -2.40 -0.00087 -0.00034
     1341.54  12838.01  5.626  4.977    0.768    0.883       -5.58  0.00186 -0.00508
     1343.31  12882.39  5.800  4.873    0.742    0.886       -5.54  0.00651 -0.00977
     1332.78  11945.97  5.640  4.786    0.804    0.912      -13.32  0.00667 -0.00544
     1338.63  11108.15  5.397  4.807    0.835    0.918       -7.95  0.00320  0.00113
     1346.76  12260.07  5.245  4.874    0.767    0.905     -369.94 -0.00025  0.00521
     1332.81  12247.31  5.432  4.857    0.798    0.890       -0.02  0.00242  0.00018
     1332.29  12313.66  5.632  4.840    0.776    0.915       -5.72  0.00526 -0.00522
     1346.42  12835.95  5.874  4.806    0.739    0.908      176.13  0.00902 -0.01174
     1342.15  13087.52  5.993  4.780    0.719    0.905       -7.53  0.01108 -0.01495
     1343.15  12757.22  6.018  4.756    0.742    0.909       -9.64  0.01196 -0.01561
     1333.89  11671.74  5.786  4.739    0.806    0.920      -15.15  0.00957 -0.00937
     1337.08  11904.27  5.457  4.711    0.905    0.812      -93.73  0.00624 -0.00048
     1334.87  12183.55  5.513  4.707    0.796    0.894        0.09  0.00704 -0.00197
     1342.81  12717.82  5.794  4.677    0.743    0.895       -7.54  0.01116 -0.00957
     1338.92  12774.03  5.883  4.650    0.728    0.912      -11.36  0.01289 -0.01195
     1337.01  11213.62  5.660  4.676    0.822    0.948      -22.04  0.00956 -0.00594
     1338.91  11357.76  5.205  4.688    0.833    0.916       -9.00  0.00376  0.00633
     1345.37  11823.28  4.996  4.667    0.895    0.794      -87.71  0.00170  0.01199
     1353.36  12778.96  5.085  4.720    0.746    0.870     -180.02  0.00152  0.00956
     1339.89  12614.74  5.370  4.789    0.783    0.880        1.00  0.00330  0.00187
     1334.00  12236.81  5.548  4.819    0.789    0.896       -7.79  0.00475 -0.00295
     1339.20  12498.24  5.559  4.704    0.784    0.888      182.75  0.00765 -0.00322
     1340.70  12805.47  5.722  4.584    0.741    0.899       -6.55  0.01253 -0.00759
     1337.94  12343.20  5.730  4.568    0.747    0.934      -15.63  0.01302 -0.00781
     1327.16  11315.75  5.447  4.675    0.810    0.968      -27.50  0.00699 -0.00019
     1338.60  11268.49  5.061  4.762    0.918    0.810     -109.91  0.00020  0.01021
     1342.95  11843.97  4.908  4.791    0.878    0.796       81.69 -0.00236  0.01433
     1349.79  12325.96  5.031  4.837    0.756    0.883       -5.08 -0.00197  0.01101
     1352.45  12909.30  5.161  4.865    0.889    0.737      -93.92 -0.00107  0.00749
     1340.78  12928.07  5.283  4.835    0.749    0.901       -2.72  0.00113  0.00421
     1337.29  12534.78  5.374  4.768    0.770    0.903        0.05  0.00387  0.00177
     1336.59  12025.95  5.504  4.691    0.786    0.918       -1.19  0.00731 -0.00172
     1333.04  12119.73  5.477  4.651    0.778    0.928       -9.77  0.00795 -0.00100
     1337.47  12369.85  5.360  4.720    0.768    0.917      -13.13  0.00484  0.00215
     1341.98  12676.24  5.237  4.845    0.908    0.747       77.45  0.00033  0.00545
     1343.50  13183.66  5.215  4.943    0.729    0.890       -8.42 -0.00229  0.00600
     1342.00  12934.19  5.206  4.931    0.729    0.906       -6.28 -0.00212  0.00626
     1347.46  12745.70  5.124  4.909    0.742    0.900       -2.97 -0.00257  0.00847
     1345.88  12939.17  5.137  4.918    0.729    0.913       -6.26 -0.00265  0.00813
     1343.89  12356.79  5.102  4.981    0.742    0.923       -7.09 -0.00459  0.00905
     1343.68  12350.80  5.214  5.051    0.753    0.920       -4.97 -0.00493  0.00602
     1331.56  12284.55  5.489  5.077    0.791    0.897       -3.36 -0.00220 -0.00142
     1337.31  12531.32  5.721  5.062    0.751    0.905       -4.91  0.00097 -0.00768
     1331.99  11785.74  5.646  5.018    0.803    0.932      -12.64  0.00112 -0.00563
     1331.29  11054.31  5.203  5.012    0.846    0.933      -20.50 -0.00410  0.00631
     1336.64  11277.70  4.871  5.021    0.909    0.847     -290.67 -0.00835  0.01527
     1337.88  11565.81  4.848  5.005    0.884    0.823      -85.50 -0.00824  0.01590
     1346.93  12312.02  5.197  5.068    0.888    0.787       86.72 -0.00555  0.00648
     1331.36  12555.74  5.455  5.076    0.882    0.789      -97.14 -0.00261 -0.00048
     1333.43  12725.43  5.654  5.043    0.759    0.893       -5.39  0.00062 -0.00585
     1333.65  12499.56  5.640  4.973    0.775    0.908       -8.07  0.00215 -0.00548
     1333.18  12192.78  5.541  4.909    0.910    0.788       86.77  0.00249 -0.00279
     1331.94  12437.69  5.590  4.841    0.780    0.905       -1.97  0.00473 -0.00408
     1340.36  12641.13  5.760  4.760    0.738    0.913       -5.84  0.00874 -0.00865
     1339.01  12644.79  5.835  4.739    0.746    0.926      -10.99  0.01017 -0.01068
     1332.81  11604.68  5.594  4.782    0.807    0.937      -21.41  0.00620 -0.00419
     1336.43  11949.67  5.261  4.845    0.781    0.931      -14.51  0.00062  0.00480
     1340.51  12558.87  5.216  4.910    0.745    0.918       -4.82 -0.00148  0.00599
     1330.15  12373.79  5.396  4.920    0.776    0.918       -4.53  0.00046  0.00113
     1333.80  11940.77  5.396  4.905    0.792    0.928       -8.68  0.00083  0.00112
     1337.83  11727.64  5.135  4.915    0.790    0.935      -12.14 -0.00259  0.00818
     1335.55  11452.91  4.923  4.930    0.932    0.799     -637.90 -0.00553  0.01390
     1336.82  12321.22  4.996  4.947    0.754    0.906      897.54 -0.00504  0.01192
     1342.83  12932.49  5.210  4.911    0.738    0.904       -1.75 -0.00158  0.00616
     1330.53  12554.77  5.364  4.878    0.765    0.904       -3.39  0.00108  0.00200
     1329.21  12499.02  5.543  4.872    0.912    0.774       85.57  0.00340 -0.00282
     1327.29  12209.17  5.636  4.891    0.765    0.941      -10.23  0.00406 -0.00533
     1328.04  12020.45  5.595  4.885    0.779    0.935       -8.64  0.00371 -0.00423
     1329.05  11848.89  5.476  4.818    0.792    0.940       -3.69  0.00389 -0.00101
     1332.34  11811.59  5.320  4.751    0.776    0.943       -2.13  0.00363  0.00322
     1335.68  12176.34  5.161  4.762    0.753    0.928     -184.53  0.00142  0.00750
     1333.94  11983.09  5.049  4.837    0.762    0.932       -8.82 -0.00175  0.01052
     1327.89  11503.03  4.871  4.953    0.944    0.781     -282.93 -0.00672  0.01531
     1343.41  12616.44  6.037  5.572    0.755    0.857       -6.53 -0.00754 -0.01630
     1340.25  13096.54  5.889  5.397    0.728    0.864      355.51 -0.00510 -0.01227
     1341.22  13178.89  5.907  5.292    0.876    0.719      -96.71 -0.00234 -0.01273
     1338.75  12754.38  5.794  5.209    0.745    0.889       -7.39 -0.00170 -0.00968
     1340.48  12390.18  5.725  5.171    0.763    0.912      -10.31 -0.00160 -0.00781
     1335.68  11975.06  5.470  5.139    0.806    0.912     -191.50 -0.00395 -0.00090
     1340.70  12835.70  5.316  5.143    0.760    0.896       -5.78 -0.00589  0.00323
     1336.04  12605.19  5.462  5.148    0.780    0.892       -5.87 -0.00425 -0.00071
     1337.54  12726.67  5.563  5.106    0.772    0.886     -184.50 -0.00201 -0.00341
     1337.27  12959.18  5.642  4.991    0.761    0.878       -2.66  0.00173 -0.00552
     1335.83  12389.72  5.602  4.890    0.787    0.886       -9.33  0.00368 -0.00441
     1340.36  11079.78  5.483  4.861    0.844    0.908      -15.38  0.00294 -0.00121
     1339.43  11649.45  5.334  4.932    0.803    0.910      -16.47 -0.00059  0.00279
     1338.27  11984.71  5.338  4.889    0.791    0.902        7.21  0.00052  0.00270
     1339.49  11799.94  5.673  4.845    0.786    0.915       -2.26  0.00562 -0.00632
     1339.84  13082.27  5.866  4.883    0.719    0.886       -6.77  0.00706 -0.01155
     1344.76  13443.52  5.998  4.853    0.877    0.716       82.22  0.00938 -0.01510
     1348.29  12968.83  5.960  4.804    0.895    0.737      260.97  0.01012 -0.01407
     1335.44  12215.94  5.748  4.753    0.787    0.901      -13.17  0.00877 -0.00833
     1337.92  12277.28  5.511  4.778    0.897    0.789       74.91  0.00528 -0.00194
     1334.26  12664.66  5.530  4.831    0.780    0.883       -6.67  0.00424 -0.00246
     1340.80  12901.79  5.678  4.783    0.757    0.871       -3.37  0.00720 -0.00646
     1340.15  12783.29  5.817  4.673    0.756    0.880       -7.57  0.01153 -0.01017
     1326.70  11811.31  5.634  4.588    0.814    0.909      -14.85  0.01136 -0.00522
     1335.20  11706.09  5.257  4.647    0.802    0.911      -19.15  0.00537  0.00493
     1347.63  12419.87  5.071  4.736    0.760    0.882      530.42  0.00096  0.00996
     1345.22  12801.87  5.200  4.790    0.750    0.890     -182.73  0.00122  0.00646
     1334.53  12271.19  5.458  4.822    0.912    0.784      -94.01  0.00358 -0.00052
     1332.63  12000.77  5.379  4.730    0.788    0.912        2.24  0.00483  0.00163
     1337.39  12347.04  5.336  4.600    0.771    0.912        7.87  0.00746  0.00282
     1333.66  12070.79  5.579  4.476    0.775    0.928       -0.27  0.01341 -0.00372
     1337.42  12290.48  5.766  4.393    0.736    0.963       -8.95  0.01769 -0.00875
     1331.38  11322.09  5.659  4.468    0.780    0.995      -21.79  0.01457 -0.00587
     1331.92  10983.98  5.257  4.634    0.802    0.982      -25.67  0.00567  0.00495
     1340.28  11653.59  5.001  4.797    0.920    0.779     -104.21 -0.00136  0.01181
     1346.04  12287.97  5.046  4.855    0.745    0.904       -6.10 -0.00222  0.01058
     1345.84  12616.73  5.174  4.866    0.745    0.900       -5.50 -0.00094  0.00714
     1347.42  12655.88  5.200  4.878    0.745    0.894      177.13 -0.00090  0.00644
     1346.14  12783.32  5.208  4.760    0.891    0.738      -87.26  0.00204  0.00623
     1340.69  12548.76  5.330  4.664    0.762    0.893        3.57  0.00584  0.00298
     1331.57  12282.27  5.506  4.614    0.773    0.905       -6.39  0.00919 -0.00178
